지역,아파트,면적,가격,층
강원도 원주시 단구동,세경웰러스,84.7396,15800,13
강원도 원주시 단구동,세경웰러스,84.7396,15000,4
강원도 원주시 단구동,원흥4,59.82,7400,3
강원도 원주시 단구동,원흥4,59.82,6600,15
강원도 원주시 단구동,유승,84.4687,15000,4
강원도 원주시 단구동,유승,84.4687,16300,18
강원도 원주시 단구동,중앙하이츠아파트,133.8208,22500,6
강원도 원주시 단구동,중앙하이츠아파트,106.5144,20000,13
강원도 원주시 단구동,중앙하이츠아파트,84.9748,16700,15
강원도 원주시 단구동,중앙하이츠아파트,84.9748,17500,5
강원도 원주시 단구동,중앙하이츠아파트,84.9829,17500,3
강원도 원주시 단구동,청솔2차,58.65,7700,12
강원도 원주시 단구동,청솔3차,58.65,7200,3
강원도 원주시 단구동,청솔4차,58.65,7200,13
강원도 원주시 단구동,한일,59.91,10900,12
강원도 원주시 단구동,한일,59.91,10800,14
강원도 원주시 단구동,한일,59.91,8000,1
강원도 원주시 단구동,한일,59.91,11700,12
강원도 원주시 단구동,한일,59.91,12300,13
강원도 원주시 단구동,현대1,59.84,8600,1
강원도 원주시 단구동,현대1,59.84,9700,15
강원도 원주시 단구동,현대1,59.84,11200,5
강원도 원주시 단구동,현대1,59.84,12600,9
강원도 원주시 단구동,현대1,59.84,13000,9
강원도 원주시 단구동,현진에버빌,84.886,15500,9
강원도 원주시 단구동,현진에버빌,84.886,17700,6
강원도 원주시 단구동,현진에버빌,84.886,18300,14
강원도 원주시 단구동,현진에버빌2,59.761,13500,13
강원도 원주시 단구동,현진에버빌2,59.761,13200,5
강원도 원주시 단구동,현진에버빌5차,84.977,22500,7
강원도 원주시 단구동,현진에버빌6차,84.977,22700,9
강원도 원주시 명륜동,구곡청구1단지,101.95,17400,5
강원도 원주시 명륜동,구곡청구2단지,84.79,13000,2
강원도 원주시 명륜동,구곡청구2단지,84.79,11489,4
강원도 원주시 명륜동,단구1차,39.63,5100,5
강원도 원주시 명륜동,단구1차,32.43,4400,4
강원도 원주시 명륜동,단구1차,25.14,3250,1
강원도 원주시 명륜동,단구1차,39.63,5500,1
강원도 원주시 명륜동,단구2단지,46.68,6350,3
강원도 원주시 명륜동,단구2단지,46.68,7000,5
강원도 원주시 명륜동,단구2단지,46.68,6400,4
강원도 원주시 명륜동,대성현대,75.42,11000,5
강원도 원주시 명륜동,동보노빌리티1,84.784,14500,15
강원도 원주시 명륜동,동보노빌리티2,118.747,16500,15
강원도 원주시 명륜동,명륜행운주공,49.94,6500,1
강원도 원주시 명륜동,성원,75.06,15500,8
강원도 원주시 명륜동,세경1,56.42,8500,3
강원도 원주시 명륜동,세경1,55.26,7500,1
강원도 원주시 명륜동,세경1,56.42,8800,3
강원도 원주시 명륜동,영진3,59.945,8000,2
강원도 원주시 명륜동,원주삼성,76.735,10400,3
강원도 원주시 명륜동,행운,44.94,6900,7
강원도 원주시 명륜동,현대1,84.97,9300,15
강원도 원주시 명륜동,현대1,84.97,8900,6
강원도 원주시 무실동,뜨란채,84.94,18700,7
강원도 원주시 무실동,뜨란채,84.94,18400,8
강원도 원주시 무실동,뜨란채,84.94,18300,7
강원도 원주시 무실동,무실e-편한세상,124.1326,37000,7
강원도 원주시 무실동,무실e-편한세상,153.7215,44600,14
강원도 원주시 무실동,무실우미린,84.9919,28500,13
강원도 원주시 무실동,무실우미린,76.9813,25500,10
강원도 원주시 무실동,무실우미린,84.9109,26000,3
강원도 원주시 무실동,무실우미린,75.3028,26300,18
강원도 원주시 무실동,무실우미린,75.3028,26000,19
강원도 원주시 무실동,무실우미린,84.9109,28900,12
강원도 원주시 무실동,무실주공3단지,59.92,14000,12
강원도 원주시 무실동,무실주공3단지,59.92,15000,4
강원도 원주시 무실동,무실주공3단지,59.92,15200,5
강원도 원주시 무실동,무실주공3단지,59.92,14200,12
강원도 원주시 무실동,무실주공3단지,59.92,13500,3
강원도 원주시 무실동,무실주공3단지,59.92,14000,5
강원도 원주시 무실동,무실주공4단지,84.52,17100,11
강원도 원주시 무실동,무실주공4단지,84.52,16000,6
강원도 원주시 무실동,무실주공4단지,84.52,16500,3
강원도 원주시 무실동,요진보네르카운티,117.13,24700,5
강원도 원주시 무실동,요진보네르카운티,117.13,25000,1
강원도 원주시 무실동,원주무실6단지휴먼시아,84.81,22500,11
강원도 원주시 무실동,원주무실6단지휴먼시아,84.95,20500,14
강원도 원주시 무실동,원주무실6단지휴먼시아,84.81,21850,5
강원도 원주시 무실동,원주무실6단지휴먼시아,84.9,21300,4
강원도 원주시 무실동,원주시 무실 세영리첼 1차,84.9704,26500,12
강원도 원주시 무실동,원주시 무실 세영리첼 2차 ,84.9616,26600,16
강원도 원주시 무실동,원주시 무실 세영리첼 2차 ,84.9616,26800,11
강원도 원주시 무실동,원주시 무실 세영리첼 2차 ,84.9839,28800,7
강원도 원주시 문막읍 건등리,극동스타클래스,84.856,16200,13
강원도 원주시 문막읍 건등리,서원주코아루아너스,84.797,20000,11
강원도 원주시 문막읍 건등리,서원주코아루아너스,84.625,20600,11
강원도 원주시 문막읍 건등리,신한,59.946,8100,12
강원도 원주시 문막읍 건등리,신한,59.946,8700,13
강원도 원주시 문막읍 건등리,신한,59.946,10000,10
강원도 원주시 문막읍 건등리,신한,59.946,9200,11
강원도 원주시 문막읍 건등리,신한,59.946,7200,3
강원도 원주시 문막읍 동화리,동보렉스6차,84.9,9000,11
강원도 원주시 문막읍 동화리,문막현진,52.06,6400,2
강원도 원주시 반곡동,반곡모아엘가,84.8201,26300,14
강원도 원주시 반곡동,반곡모아엘가,84.9294,25750,6
강원도 원주시 반곡동,반곡모아엘가,84.9294,27000,12
강원도 원주시 반곡동,반곡모아엘가,93.8094,25500,2
강원도 원주시 반곡동,반곡모아엘가,84.9294,25000,5
강원도 원주시 반곡동,반곡벽산2차아파트,84.936,18400,15
강원도 원주시 반곡동,반곡벽산2차아파트,84.967,21500,11
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,17000,2
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,19000,14
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,18000,9
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,19000,2
강원도 원주시 반곡동,반곡벽산블루밍1차,123.52,24000,14
강원도 원주시 반곡동,반곡벽산블루밍1차,84.967,19750,7
강원도 원주시 반곡동,원주반곡아이파크,117.4263,28800,12
강원도 원주시 반곡동,원주반곡아이파크,84.9818,19300,8
강원도 원주시 반곡동,원주반곡아이파크,158.4784,40700,11
강원도 원주시 반곡동,원주반곡아이파크,84.9818,20700,6
강원도 원주시 반곡동,원주반곡아이파크,84.8681,21000,7
강원도 원주시 반곡동,원주반곡아이파크,117.4263,25500,5
강원도 원주시 반곡동,이편한세상 반곡,84.9792,25600,4
강원도 원주시 반곡동,이편한세상 반곡,84.9473,28000,8
강원도 원주시 반곡동,이편한세상 반곡,84.9927,29000,15
강원도 원주시 반곡동,중흥에스-클래스프라디움,84.9875,26000,6
강원도 원주시 반곡동,중흥에스-클래스프라디움,84.9937,28000,8
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,22000,5
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,22800,7
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,22000,6
강원도 원주시 반곡동,푸른숨 휴브레스,84.92,21700,6
강원도 원주시 반곡동,푸른숨엘에이치11단지,84.96,21300,12
강원도 원주시 반곡동,푸른숨엘에이치11단지,84.97,20600,13
강원도 원주시 반곡동,힐데스하임 5단지,84.9671,27000,19
강원도 원주시 반곡동,힐데스하임 5단지,84.9593,30000,10
강원도 원주시 반곡동,힐데스하임 5단지,84.9593,31000,18
강원도 원주시 반곡동,힐데스하임 5단지,84.9593,30950,9
강원도 원주시 반곡동,힐데스하임 5단지,84.9593,23000,3
강원도 원주시 봉산동,삼익,59.99,10000,6
강원도 원주시 봉산동,삼익,59.99,9000,14
강원도 원주시 봉산동,삼익,59.99,8900,4
강원도 원주시 봉산동,삼익,59.99,9670,5
강원도 원주시 봉산동,삼익,59.99,8850,5
강원도 원주시 봉산동,삼익,59.99,9300,8
강원도 원주시 봉산동,아포리배말타운,59.5526,15900,9
강원도 원주시 봉산동,아포리배말타운,84.516,17500,7
강원도 원주시 봉산동,아포리배말타운,84.516,16700,3
강원도 원주시 봉산동,아포리배말타운,84.516,18000,17
강원도 원주시 봉산동,아포리배말타운,84.516,16300,20
강원도 원주시 봉산동,아포리배말타운,84.516,16400,22
강원도 원주시 봉산동,아포리배말타운,59.5526,15000,14
강원도 원주시 봉산동,아포리배말타운,84.516,17400,11
강원도 원주시 봉산동,현대,53.012,5200,6
강원도 원주시 소초면 장양리,영진1차,59.88,5050,5
강원도 원주시 소초면 장양리,영진1차,84.76,7000,10
강원도 원주시 소초면 장양리,영진4차,37.12,2800,7
강원도 원주시 우산동,덕원,72.36,8200,13
강원도 원주시 우산동,덕원,72.36,8500,11
강원도 원주시 우산동,원주신일유토빌,84.79,17000,6
강원도 원주시 우산동,원주신일유토빌,59.727,14400,4
강원도 원주시 우산동,원주신일유토빌,116.161,20000,20
강원도 원주시 우산동,원주신일유토빌,84.79,16000,13
강원도 원주시 우산동,원주신일유토빌,84.79,16500,14
강원도 원주시 우산동,원주신일유토빌,84.79,15700,4
강원도 원주시 우산동,원주신일유토빌,59.727,13200,4
강원도 원주시 우산동,한라비발디2차,84.52,20000,9
강원도 원주시 우산동,한라비발디2차,84.31,20300,6
강원도 원주시 우산동,한라비발디2차,84.52,20350,4
강원도 원주시 우산동,한라비발디2차,84.22,21000,18
강원도 원주시 우산동,한라비발디2차,59.12,17000,12
강원도 원주시 우산동,한라비발디2차,59.12,17400,13
강원도 원주시 우산동,한라비발디2차,84.52,20600,11
강원도 원주시 원동,원동주공2,51.02,7800,2
강원도 원주시 원동,원동진로,49.14,6400,13
강원도 원주시 원동,한주,84.69,12000,17
강원도 원주시 일산동,우보삼성,69.87,8900,4
강원도 원주시 일산동,일산국제,84.9,12000,11
강원도 원주시 일산동,일산국제,84.9,11950,2
강원도 원주시 지정면 가곡리,EG-the1 아파트,84.9822,22500,10
강원도 원주시 지정면 가곡리,EG-the1 아파트,59.9473,17400,11
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 1차,59.9996,17800,13
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 1차,59.9996,19700,20
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 1차,59.9996,17950,27
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 1차,59.9479,18800,6
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 2차,59.9996,19300,28
강원도 원주시 지정면 가곡리,원주 롯데캐슬 더 퍼스트 2차,59.9996,19000,13
강원도 원주시 태장동,e편한세상 원주태장,59.9574,18500,18
강원도 원주시 태장동,금광포란재1단지,59.9835,8300,1
강원도 원주시 태장동,금광포란재1단지,84.961,12500,9
강원도 원주시 태장동,금광포란재1단지,59.9835,9600,14
강원도 원주시 태장동,금광포란재1단지,59.9835,8900,5
강원도 원주시 태장동,금광포란재1단지,59.9835,8400,3
강원도 원주시 태장동,금광포란재1단지,84.961,13500,9
강원도 원주시 태장동,금광포란재1단지,84.961,12300,6
강원도 원주시 태장동,금광포란재1단지,84.961,14000,14
강원도 원주시 태장동,대흥2,59.94,7000,9
강원도 원주시 태장동,대흥2,59.94,6400,4
강원도 원주시 태장동,두진백로,58.74,6450,2
강원도 원주시 태장동,두진백로,28.14,3400,12
강원도 원주시 태장동,백운3차,49.29,6300,8
강원도 원주시 태장동,백운3차,40.83,3900,10
강원도 원주시 태장동,백운3차,49.29,6500,4
강원도 원주시 태장동,삼정백조,49.77,4900,6
강원도 원주시 태장동,삼정백조,59.4,8450,9
강원도 원주시 태장동,성호2차샤인힐즈,59.73,9300,14
강원도 원주시 태장동,성호2차샤인힐즈,75.408,10000,15
강원도 원주시 태장동,성호2차샤인힐즈,59.73,8500,1
강원도 원주시 태장동,요진보네르카운티2차,75.02,15000,4
강원도 원주시 태장동,요진보네르카운티2차,84.98,18300,3
강원도 원주시 태장동,요진보네르카운티2차,75.02,14950,4
강원도 원주시 태장동,태봉우성2,73.29,9000,9
강원도 원주시 태장동,태봉우성2,73.29,8000,11
강원도 원주시 태장동,태장동 성호아파트,49.995,6000,10
강원도 원주시 태장동,태장동 성호아파트,59.815,6000,10
강원도 원주시 태장동,태장동 성호아파트,59.815,6400,14
강원도 원주시 태장동,태장동 성호아파트,59.815,5900,11
강원도 원주시 태장동,태장동보렉스(8차),74.25,8500,8
강원도 원주시 태장동,태장주공2,59.67,9000,5
강원도 원주시 태장동,태장주공2,39.44,5000,4
강원도 원주시 태장동,태장주공3,49.61,6000,10
강원도 원주시 태장동,태장주공3,49.61,6500,9
강원도 원주시 태장동,태장주공3,49.61,7800,10
강원도 원주시 태장동,현대,59.445,8530,10
강원도 원주시 태장동,현대,84.482,9000,1
강원도 원주시 태장동,흥화브라운빌,84.9728,15000,6
강원도 원주시 판부면 서곡리,거장2차아파트,27.36,4300,12
강원도 원주시 판부면 서곡리,거장2차아파트,39.06,6800,2
강원도 원주시 판부면 서곡리,거장2차아파트,27.36,4170,12
강원도 원주시 판부면 서곡리,원주더샾아파트,157.316,34000,5
강원도 원주시 판부면 서곡리,원주더샾아파트,123.34,25700,4
강원도 원주시 학성동,삼천리1,84.87,8000,6
강원도 원주시 학성동,삼천리2,56.05,7000,2
강원도 원주시 학성동,삼천리3,84.66,10300,3
강원도 원주시 행구동,건영,59.93,8400,14
강원도 원주시 행구동,건영,101.82,15500,6
강원도 원주시 행구동,건영,59.79,8000,18
강원도 원주시 행구동,건영,84.5,13400,15
강원도 원주시 행구동,건영,133.92,15000,15
강원도 원주시 행구동,건영,59.93,8800,13
강원도 원주시 행구동,행구금강아미움아파트,84.9,17000,4
강원도 원주시 행구동,행구금강아미움아파트,84.9,18900,9
강원도 원주시 행구동,현대,84.97,11500,13
강원도 원주시 행구동,현대,84.97,9500,9
강원도 원주시 행구동,현대,59.54,8500,12
강원도 원주시 행구동,현대,84.97,12500,14
강원도 원주시 행구동,효성백년가약,108.23,22000,14
강원도 원주시 행구동,효성백년가약,108.23,22800,14
강원도 원주시 행구동,효성백년가약,84.935,19800,13
강원도 원주시 행구동,효성백년가약,108.23,20500,2
강원도 원주시 행구동,효성백년가약,108.23,20300,2
강원도 원주시 행구동,효성백년가약,84.935,21000,11
강원도 원주시 흥업면 매지리,현대,51.545,8500,10
